# BATCH 02 — pitch layout most=G high=G mid=E low=G least=E
#
# === sour-boiled-cannellini — precise / hairsplitting / approximate
# AXIS: you carry the exact figure and you use it, steadily and at length, because
#   the difference between roughly and exactly is a real difference to you.
# NOT: exacting (bitter-fried-cannellini — standards demanded of others),
#   methodical (sour-boiled-black — order of operations, not accuracy of the
#   number), painstaking (spicy-boiled-cannellini — labour and care). This one is
#   the figure being right.
# OFF-LIMITS: woodpecker working one spot; "split it fine enough and the point
#   disappears"; "a number rounded twice stops being a number"; "round it and move
#   on"; "roughly right beats exactly late"; caper brine, counted drops, lemon.
#   QUESTION owns: how long the drive up takes. OLD FACETS (all replaced): the bill
#   to the penny, the 5ml syringe, the measuring wheel, the recipe scales, sixish.
sour-boiled-cannellini	most	churchyard	date-corrected	family	grounded
sour-boiled-cannellini	high	warehouse	count-repeated	colleague	grounded
sour-boiled-cannellini	mid	police station	statement-itemised	official	elevated
sour-boiled-cannellini	low	holiday let	costs-rounded	friend	grounded
sour-boiled-cannellini	least	food stall	scales-ignored	friend	elevated
#
# === sour-roasted-edamame — forthright / abrasive / equivocal
# AXIS: you state your own position out loud, early, in front of everyone, with the
#   terms attached, instead of letting it emerge.
# NOT: frank (sour-roasted-cannellini, batch 01 — a true thing said ABOUT someone,
#   to their face), blunt (sour-fried-edamame — manner and brevity), honest
#   (sour-boiled-butter — not lying). Forthright is declaring where YOU stand.
# OFF-LIMITS: mastiff at the gate not pretending to be a hedge; "say it in the open
#   often enough and the crowd thins"; "the position said out loud is the one people
#   plan around"; "leave the ground clear"; "let the other one have the last word";
#   ponzu, coriander. QUESTION owns: the cousin's extension, four hundred, nothing
#   after eight — money terms with a relative are covered territory.
sour-roasted-edamame	most	registry office	reservation-declared	family	grounded
sour-roasted-edamame	high	sports club	terms-stated	group	grounded
sour-roasted-edamame	mid	rehearsal room	objection-voiced	group	elevated
sour-roasted-edamame	low	market	answer-postponed	friend	grounded
sour-roasted-edamame	least	radio	position-withheld	official	elevated
#
# === umami-fried-fava — assured / overconfident / unsure
# AXIS: the room's uncertainty gets answered by you, immediately and unhedged, and
#   the answer usually holds. The certainty arrives with the act, not after checking.
