# BATCH 15 — pitch layout most=E high=G mid=E low=G least=G
# Elevated slots are most and mid. MOST takes LANE A (most is the excess in all five —
# a full-pitch act, which is what jeopardy suits). MID takes LANE B, because mid is the
# trait at low pitch and a small move sits better inside an interesting place than
# inside a crisis.
#
# THE OBJECT IS NAMED IN THE ROW. Every scenario below says WHICH thing — the letter
# about the swimming lessons, the logbook since 1928, the four hundred pounds on the
# box of records. Vagueness is born here, not at the writing.
#
# THIN-BUCKET ALLOCATION, decided before any scenario. Only strange and care are thin,
# and almost everything in them is inside the ten-entry window. Available: food bank,
# care home, hospice, animal shelter, hot air balloon, observatory. Six settings, five
# entries, one each — black=observatory, kidney=care home, green=hot air balloon,
# chickpea=hospice, adzuki=food bank. animal shelter left for batch 16.
#
# === umami-smoked-black — solemn / sepulchral / jocular
# AXIS: you give the thing in front of you the weight it actually has, and you will not
#   lighten it to make the room comfortable. Black weighs before it speaks; umami is
#   depth held over time; smoked means the weight arrives without you announcing it.
# NOT: mournful (umami-smoked-kidney, batch 01 — same flavour AND form, so this is the
#   batch's sharpest trap). Mournful is CARRYING A LOSS. Solemn needs no loss anywhere
#   in it — it lands on a handover, a first day, a logbook. Nobody in this entry is
#   grieving. Also NOT reverential (umami-dried-adzuki, batch 18 — reverence points at
#   something above you; solemn is about the occasion's own weight), and NOT humourless
#   — the inverse is jocular, which is deflection, not cheerfulness.
# TITLES: Tales from the Crypt (the thing said that cannot be taken back), Laughter in
#   the Dark, A Funny Thing Happened on the Way to the Forum.
# OFF-LIMITS: a horned owl and the wood going quiet; "everything treated as grave stops
#   being grave"; "say it like it matters"; "crack the joke instead"; "a funeral can
#   stand a laugh"; the kitchen going quiet without being asked; cumin, hickory.
#   OLD FACETS: a memorial the family wanted light; the last post and the two minutes;
#   a hat off going into church; a vigil breaking up in a car park; a comedy ringtone in
#   a eulogy. QUESTION owns a speech at your dad's seventieth. So the whole ceremony
#   bucket is burned for this entry — NO funerals, memorials, vigils, churches,
#   eulogies, remembrance parades, or speeches at family birthdays. Nobody dies here.
umami-smoked-black	most	prison	visit-weighted	family	elevated
# LANE A — the visiting order is one hour a month; what you spend it on is gone and he sits with it for four weeks.
umami-smoked-black	high	factory	switch-conferred	colleague	grounded
umami-smoked-black	mid	observatory	logbook-entered	stranger	elevated
# LANE B — inside the dome: the shutter wound open by hand, the pencil logbook running back to 1928, whose turn it is at the eyepiece.
umami-smoked-black	low	dojo	nerves-lightened	friend	grounded
umami-smoked-black	least	lecture hall	resus-clowned	group	grounded
#
# === umami-fermented-kidney — rooted / stuck / uprooted
# AXIS: your worth is bound up in one patch of ground and in knowledge that only exists
#   because you stayed in it; leaving means being worth nothing on arrival.
# NOT: settled (umami-fried-butter, batch 04 — contentment with the SHAPE of a life, the
#   same order every Friday; rooted is about the GROUND and the accumulated knowledge of
#   it). NOT anchored (the inverse of spicy-smoked-green, batch 12 — anchored is taking
#   on a tie you could have refused; rooted means you already ARE the tie and the
#   question never gets asked). NOT loyal — no person is owed anything here.
# TITLES: A Tree Grows in Brooklyn, The Grapes of Wrath, Exodus — all about ground, and
#   what it costs to be taken off it.
# OFF-LIMITS: a burrowing owl in a hole another animal dug; "roots go deep enough and
#   moving becomes unthinkable"; "knowing the ground is worth years"; "there's other
#   ground out there"; "being uprooted teaches quickly"; red miso.
#   OLD FACETS: a job abroad turned down twice; a new neighbour told the bin day and the
#   drain; a village pub bought by the regulars; a family farm's top forty acres; the
#   childhood house sold with one box of photographs. QUESTION owns the firm moving to
#   Leeds. So NO job-relocation offers, NO farms, NO village pubs, NO selling up.
umami-fermented-kidney	most	street	buyout-refused	official	elevated
# LANE A — the other five houses sign, the row comes down, and the offer is made once.
umami-fermented-kidney	high	care home	kin-signed	neighbour	grounded
umami-fermented-kidney	mid	museum	map-corrected	official	elevated
# LANE B — the back room: the boxes of loose photographs, the display being built, which names get printed on the panel.
umami-fermented-kidney	low	restaurant	move-encouraged	partner	grounded
umami-fermented-kidney	least	hostel	tenancy-ended	stranger	grounded
#
# === sour-fried-green — impulsive / hotheaded / deliberative
# AXIS: the body is already doing it and no thought has formed. There is no gap between
#   knowing and doing because there is no knowing.
# NOT: swift (sour-fried-fava, batch 01 — SAME FLAVOUR AND FORM, the batch's other hard
#   trap). Swift is tempo: you know the answer and the gap to acting is zero. Impulsive
#   has no knowing in it at all — the reader could not say afterwards what they intended.
#   TEST APPLIED TO ALL FIVE: no facet may contain a good reason available in advance. If
#   the act would still be right on reflection, it is swift and it is wrong.
#   Also NOT emphatic, NOT spontaneous (which is a pleasure, not a reflex).
# TITLES: The Hulk, Leap Before You Look, Thinking Fast and Slow, Sleep On It.
# OFF-LIMITS: a jackrabbit breaking before it knows what moved; "act first every time and
#   half of it needs undoing"; "instinct is quicker than the argument"; "count to ten
#   first"; "thinking it through takes an afternoon and saves a year"; pine nuts, currants.
#   OLD FACETS: a chair going over backwards in a pub over a remark about your marriage;
#   a house seen and offered on inside three hours; standing up at the next table over a
#   remark about the child; a rude email left in drafts; a four-week choice with a list
#   and three people consulted. QUESTION owns the eleven-pound ferry to Belfast. So NO
#   pub confrontations, NO house buying, NO drafts folder, NO cheap-fare bookings.
sour-fried-green	most	auction house	bid-chased	stranger	elevated
# LANE A — the hammer goes down and it is yours; there is no cooling-off on a lot.
sour-fried-green	high	hairdresser	length-scrapped	stranger	grounded
sour-fried-green	mid	hot air balloon	chase-joined	group	elevated
# LANE B — how a flight actually runs: the five o'clock inflation, the chase van following it across the lanes, the farmers whose fields it may land in.
sour-fried-green	low	kitchen	binning-dated	housemate	grounded
sour-fried-green	least	cafe	costing-demanded	friend	grounded
#
# === spicy-dried-chickpea — conductive / incendiary / insulating
# AXIS: whatever charge arrives in you leaves you at full strength and reaches people it
#   would never have reached. Chickpea connects, spicy galvanises, dried adds nothing and
#   loses nothing — the thing passes through undamped and comes out live.
#   DERIVED, NOT DICTIONARY: this is not "talkative" and not "a gossip". The content can
#   be good news, a verdict, a prognosis, a panic. What is being probed is whether the
#   reader passes it on at the voltage it arrived at.
# NOT: gregarious (spicy-roasted-chickpea, batch 10 — gathering people), charismatic
#   (spicy-roasted-cannellini — charm exerted). Both are about company; this is about the
#   CHARGE. THE DESIGN RULE, applied to all five: the reader never originates the thing.
#   It is always handed to them first, and the act is only what leaves them.
# TITLES: Firestarter, Lightning, Bubble, Rubber — conduction and its absence.
# OFF-LIMITS: an electric eel stunning the pool it feeds in; "passing the charge along
#   starts fires nobody sees"; "pass the good news on"; "let the hot thing stop with
#   you"; "a spark going nowhere does no harm"; the heat moving between rooms without
#   touching them; Kashmiri chilli, hing.
#   OLD FACETS: one sentence repeated to the two who would carry it furthest, three
#   departments in a fortnight; half a sentence left on the table; news before anybody
#   in the building; gossip handed over with heat in it and stopped; a family thread of
#   ninety messages. QUESTION owns the sacked sister and the parents' lunch. So NO
#   workplace gossip, NO departments, NO group threads, NO sibling-in-crisis calls.
spicy-dried-chickpea	most	radio	letter-broadcast	neighbour	elevated
# LANE A — it goes out live on the phone-in, with her son's name in it, and it cannot be taken back off the air.
spicy-dried-chickpea	high	barbecue	verdict-relayed	group	grounded
spicy-dried-chickpea	mid	hospice	prognosis-relayed	family	elevated
# LANE B — how a hospice actually works: no visiting hours, the day room kettle anyone can use, the nurse who will tell you plainly what the next few days are.
spicy-dried-chickpea	low	car	panic-stripped	family	grounded
spicy-dried-chickpea	least	laundrette	photograph-blocked	housemate	grounded
#
# === sweet-roasted-adzuki — convivial / bacchanalian / antisocial
# AXIS: the company itself is the pleasure. You want the table to go on because being
#   among these people is the good thing — not what it achieves, not how many there are.
# NOT, and this is a four-way separation because the cluster is crowded:
#   gregarious (spicy-roasted-chickpea, batch 10) is the COUNT — gathering more people in.
#   ebullient (sour-roasted-green, batch 07) is VOLUME with no object — the noise itself.
#   exultant (spicy-roasted-adzuki, batch 11) is a RESULT aimed at a room — you have won
#     something and the room is where it goes.
#   What is left once those three are excluded: DURATION and TOGETHERNESS. Convivial does
#   not recruit, does not raise its voice, and has nothing to announce. It keeps the
#   people who are already here together, and it is the sitting-with that is wanted.
# TITLES: The Bacchae, Babette's Feast, Come On-a My House, Party of One.
# OFF-LIMITS: a macaw that won't eat unless the flock eats; "the party ends when one
#   person decides to leave"; "a kitchen with something on fills up"; "stay in and see
#   nobody"; "an empty house is a treat"; the oven throwing something; miso glaze, mirin.
#   OLD FACETS: a taproom at last orders, twenty of you, four crates moved to your
#   kitchen; a village hall, forty people and the table plan; a bird hide and a shared
#   flask; a cave passage and the entrance chamber; a lighthouse cottage alone for a
#   week. QUESTION owns how your evenings out end. So NO after-hours pubs, NO village
#   halls, NO hides, NO caving, NO solitary cottages.
sweet-roasted-adzuki	most	karaoke bar	hour-extended	group	elevated
# LANE A — her flight is at seven from two hours away and her bags are behind the bar; an extra hour is the flight.
sweet-roasted-adzuki	high	campsite	shelter-shared	stranger	grounded
sweet-roasted-adzuki	mid	food bank	parcel-waited	stranger	elevated
# LANE B — how a parcel is actually made up: the referral voucher, the three days it is meant to cover, the list on the wall of what they cannot give out.
sweet-roasted-adzuki	low	taxi	ride-shortened	friend	grounded
sweet-roasted-adzuki	least	phone	invite-ended	friend	grounded
#
# ============ COLD READ (on the final text, after all editing) ============
# Fixed at the clarity pass and the lint: five facets ran past 70 words and every entry
# was 4-or-5 sentences all the way down, which is one shape asked five times. Two
# facets per entry were brought to two sentences and the setups cut. Four faults were
# found by the read itself and fixed after it; all four are RE-READ below on the new
# text and marked.
#
# umami-smoked-black
#  most  ON THE PAGE: your brother; one visit a month and this is it; the locker, the
#        tabard, forty minutes at a fixed table; your mum has told all of you to keep it
#        light; it is his little boy's birthday this week; since he went in she has been
#        to the doctor twice about her chest and stopped using the stairs.
#        ACT NEEDS: him = your brother; the stairs — both stated.
#        POLE NEEDS: sepulchral, and the clause that makes it the excess rather than the
#        trait is "keep it light", which is an explicit request from the family, on the
#        page, refused. The one-hour-in-four-weeks is what makes it cost.
#        RESIST: keep it light, it is the boy's birthday.
